contrast,correlation,Cluster Prominence,Cluster Shade,Dissimilarity,Energy,Entropy,Homogeneity,Phomogeneity,Maximum probability,Sum of sqaures,Autocorrelation,Sum of sqaures,Sum average ,Sum variance,Sum entropy,Difference variance ,Difference entropy,Information measure of correlation1 ,Informaiton measure of correlation2 ,Inverse difference normalized ,Inverse difference moment normalized ,Name,Decision
0.129746571,0.984128673,593.2648842,67.03655509,0.091634907,0.495455973,1.281772238,0.959095644,0.957668428,0.689060747,9.286169137,9.292792166,9.286169137,4.591389175,27.75709926,1.194767532,0.129746571,0.311438552,-0.754050149,0.887728358,0.990197998,0.998121067,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Benign\Axial\aBrats18_TCIA09_620_1_t1ce.png',Benign
0.212423846,0.982508991,1819.115133,167.9844375,0.08110088,0.612535695,0.978333224,0.97064033,0.969433933,0.774362256,11.28505349,11.25043351,11.28505349,4.597509296,37.57031476,0.924193546,0.212423846,0.248385368,-0.773737916,0.842050945,0.992108643,0.997432607,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Benign\Axial\aBrats18_TCIA10_103_1_t1ce.png',Benign
0.186144416,0.979591568,843.8516405,91.18522525,0.098979052,0.540860886,1.190592957,0.959090853,0.957756265,0.725382739,9.611665122,9.589070947,9.611665122,4.526219156,29.72497153,1.110197615,0.186144416,0.314910099,-0.745000756,0.869895528,0.989790309,0.99752172,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Benign\Axial\aBrats18_TCIA10_110_1_t1ce.png',Benign
0.139483128,0.96854396,545.4924219,59.95756627,0.093526581,0.686618101,0.964433891,0.959574833,0.957689862,0.827273486,4.773623178,4.754091672,4.773623178,3.229068722,14.27820502,0.873386227,0.139483128,0.313495126,-0.701210447,0.804384941,0.990083673,0.997961857,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Benign\Axial\aBrats18_TCIA10_130_1_t1ce.png',Benign
0.191096151,0.979614876,1186.939259,120.9105751,0.068341354,0.626716552,0.93718435,0.976065667,0.975024936,0.78377426,9.055103552,9.025111043,9.055103552,4.211181276,29.57204951,0.892362672,0.191096151,0.212495512,-0.797740921,0.84361553,0.993441301,0.99774073,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Benign\Axial\aBrats18_TCIA10_152_1_t1ce.png',Benign
0.250943519,0.976192744,1324.125158,131.6074342,0.094713513,0.597439622,1.050121425,0.966007661,0.96433544,0.764913159,10.18920839,10.13328882,10.18920839,4.466965254,33.05471735,0.970624722,0.250943519,0.282752066,-0.746702465,0.844907468,0.990798801,0.99700444,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Benign\Axial\aBrats18_TCIA10_175_1_t1ce.png',Benign
0.336773583,0.962813206,1078.924008,108.5888961,0.165781104,0.55503881,1.343343709,0.935215558,0.931766078,0.741193053,9.141580692,9.040559713,9.141580692,4.327037027,27.67098346,1.181370093,0.336773583,0.456900742,-0.655461845,0.854467634,0.983168306,0.995506593,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Benign\Axial\aBrats18_TCIA10_202_1_t1ce.png',Benign
0.248551108,0.979034296,1463.181911,140.7618071,0.126946152,0.552840207,1.210879213,0.948934134,0.946705375,0.734479465,11.60244785,11.55286023,11.60244785,4.795652859,37.13343349,1.098122898,0.248551108,0.378467587,-0.694397804,0.85099253,0.987006383,0.996697503,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Benign\Axial\aBrats18_TCIA10_241_1_t1ce.png',Benign
0.241689153,0.972976143,967.2725804,101.8307633,0.131434241,0.574145191,1.198379435,0.946097617,0.943879359,0.752617279,9.069459467,9.015865951,9.069459467,4.319692881,28.12839722,1.081948164,0.241689153,0.390898874,-0.68570502,0.844763965,0.986428913,0.996706272,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Benign\Axial\aBrats18_TCIA10_261_1_t1ce.png',Benign
0.070103207,0.965131997,117.0816555,19.00627237,0.057621869,0.724172354,0.768439815,0.973123704,0.972431963,0.849037008,2.89667123,2.904841387,2.89667123,2.781817676,8.227769936,0.713772521,0.070103207,0.222748529,-0.748686736,0.77543562,0.993732617,0.998942799,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Benign\Axial\aBrats18_2013_15_1_t1ce.png',Benign
0.211107093,0.967986219,782.4794742,86.34100865,0.11594848,0.662341553,0.986234319,0.953050964,0.950709004,0.810888252,6.579198631,6.530503241,6.579198631,3.654546972,20.64006933,0.886395451,0.211107093,0.356357343,-0.675632976,0.796503801,0.98803879,0.997065865,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Benign\Axial\aBrats18_TCIA10_266_1_t1ce.png',Benign
0.302259808,0.963013626,816.6331439,87.8684074,0.169842639,0.535016849,1.383124263,0.930878297,0.927111671,0.727024045,8.603489891,8.519023377,8.603489891,4.282081954,25.4364239,1.217070299,0.302259808,0.474761844,-0.642555143,0.854414276,0.982418951,0.995785037,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Benign\Axial\aBrats18_TCIA10_276_1_t1ce.png',Benign
0.040151705,0.918289223,18.49987814,3.652646201,0.031416623,0.841853637,0.443788947,0.985665934,0.985157342,0.916617984,1.496898648,1.512022329,1.496898648,2.268395137,4.384860635,0.413068721,0.040151705,0.137383367,-0.720150027,0.626993274,0.996604185,0.999396843,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Benign\Axial\aBrats18_TCIA10_282_1_t1ce.png',Benign
0.032214093,0.970181326,21.14530046,5.749749536,0.022700086,0.691307154,0.644642764,0.990159123,0.989601358,0.819771701,2.272540565,2.297808811,2.272540565,2.663643698,6.304847062,0.620020574,0.032214093,0.10201391,-0.858860643,0.788069547,0.997581625,0.999519464,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Benign\Axial\aBrats18_TCIA10_299_1_t1ce.png',Benign
0.262627387,0.963395918,581.5690583,68.6796207,0.139334761,0.551426065,1.238788466,0.943719027,0.941153897,0.735740581,7.836720121,7.770068898,7.836720121,4.154023052,23.35671354,1.109401881,0.262627387,0.406537851,-0.672091378,0.845358198,0.98567941,0.99642412,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Benign\Axial\aBrats18_TCIA10_307_1_t1ce.png',Benign
0.248755112,0.965952606,814.6002676,88.66562691,0.127113065,0.608357329,1.151548233,0.949453826,0.946676265,0.776504298,7.432498571,7.369117497,7.432498571,3.919399857,22.72167987,1.028353331,0.248755112,0.37983292,-0.682359018,0.834623459,0.986999681,0.996688063,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Benign\Axial\aBrats18_TCIA10_310_1_t1ce.png',Benign
0.221659666,0.972657581,710.508325,80.25051989,0.131693883,0.55174197,1.218842148,0.94421239,0.942143542,0.735824037,8.645164962,8.601543012,8.645164962,4.316929554,26.31678591,1.103701432,0.221659666,0.397021238,-0.687373747,0.849114145,0.986223508,0.996915682,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Benign\Axial\aBrats18_TCIA10_325_1_t1ce.png',Benign
0.312960748,0.953591446,789.2406997,84.35982589,0.152298291,0.610166939,1.213498326,0.940887378,0.937555145,0.778943074,6.90455842,6.80705854,6.90455842,3.790376573,20.62221353,1.061279069,0.312960748,0.429153542,-0.644332081,0.827330792,0.984567738,0.995840577,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Benign\Axial\aBrats18_TCIA10_333_1_t1ce.png',Benign
0.180283937,0.966901538,491.4921596,60.20893854,0.118173978,0.595654032,1.156281818,0.94914698,0.946925062,0.767555939,5.972608258,5.939039883,5.972608258,3.636334975,17.43117808,1.044488787,0.180283937,0.371379353,-0.673699135,0.831312551,0.987504224,0.997381054,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Benign\Axial\aBrats18_TCIA10_346_1_t1ce.png',Benign
0.261329179,0.946513997,539.1374645,61.59618554,0.136089242,0.660987232,1.073411707,0.946572655,0.943129006,0.811537356,5.214319724,5.13592233,5.214319724,3.360725513,15.40029054,0.933845209,0.261329179,0.398354113,-0.636928766,0.795788848,0.986084124,0.996421645,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Benign\Axial\aBrats18_TCIA10_387_1_t1ce.png',Benign
0.193414379,0.975388934,574.0874678,67.04687634,0.120214019,0.51763484,1.254130754,0.948658188,0.946544417,0.707773481,8.789341342,8.761769642,8.789341342,4.440296362,26.42618859,1.138489671,0.193414379,0.374785852,-0.705919395,0.863393815,0.987356501,0.997265509,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Benign\Axial\aBrats18_2013_16_1_t1ce.png',Benign
0.273217051,0.971898627,916.5785365,96.68855668,0.142023906,0.530760936,1.274668043,0.942323884,0.940021355,0.720514461,10.16534803,10.10095418,10.16534803,4.637364268,31.35253921,1.147285074,0.273217051,0.41107809,-0.679912616,0.854984556,0.985419443,0.996354782,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Benign\Axial\aBrats18_TCIA10_393_1_t1ce.png',Benign
0.231934051,0.960632049,421.9671368,50.62724673,0.13276954,0.527911141,1.277772984,0.945419193,0.942849384,0.717129849,6.926197628,6.872822025,6.926197628,4.021476062,19.77523541,1.153674992,0.231934051,0.395901496,-0.679481714,0.855288608,0.986219944,0.996740065,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Benign\Axial\aBrats18_TCIA10_408_1_t1ce.png',Benign
0.265668901,0.954714496,539.376271,59.54437787,0.153763411,0.538448044,1.358524435,0.936864668,0.933473124,0.728646804,6.679058031,6.60694912,6.679058031,3.902059514,18.77075344,1.199587218,0.265668901,0.443302454,-0.652739945,0.855511498,0.984019356,0.996258262,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Benign\Axial\aBrats18_TCIA10_410_1_t1ce.png',Benign
0.217190122,0.96418936,447.9725535,56.15802011,0.133696831,0.553245945,1.232018519,0.943560626,0.941042835,0.737919715,6.868143989,6.820995725,6.868143989,3.948220065,19.96547178,1.110484976,0.217190122,0.403048339,-0.670279128,0.84333338,0.985977607,0.996896888,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Benign\Axial\aBrats18_TCIA10_413_1_t1ce.png',Benign
0.240520767,0.961284643,863.8477881,89.67185098,0.124757745,0.696259511,0.960998755,0.95074255,0.947789001,0.833189603,6.082352001,6.01624614,6.082352001,3.481514452,19.16892038,0.838720867,0.240520767,0.374129611,-0.660399174,0.78249275,0.987238704,0.996729814,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Benign\Axial\aBrats18_TCIA10_420_1_t1ce.png',Benign
0.300813234,0.960322309,738.5272917,80.50550421,0.1655771,0.538150719,1.385483849,0.933070027,0.929519619,0.729360818,8.099372139,8.014076279,8.099372139,4.182713439,23.6573897,1.217015704,0.300813234,0.464025116,-0.647278365,0.85699409,0.982915075,0.995819799,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Benign\Axial\aBrats18_TCIA10_442_1_t1ce.png',Benign
0.181137044,0.983584058,1362.929355,133.0906743,0.082881279,0.577320695,1.078603839,0.967542979,0.966435481,0.751198524,10.80044218,10.7819475,10.80044218,4.628350998,34.88449153,1.023188385,0.181137044,0.264909531,-0.773241095,0.862128694,0.991654829,0.997688593,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Benign\Axial\aBrats18_TCIA10_449_1_t1ce.png',Benign
0.132880815,0.977462558,541.6212131,66.06118254,0.071345778,0.624970275,0.978435344,0.970889583,0.969763577,0.784692278,6.302807637,6.293849278,6.302807637,3.694476127,19.38833802,0.914329737,0.132880815,0.244429584,-0.771874617,0.841234327,0.992650542,0.99818715,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Benign\Axial\aBrats18_TCIA10_490_1_t1ce.png',Benign
0.120065652,0.964862121,153.9954831,23.14794642,0.06520711,0.571229353,0.954602793,0.973700953,0.972314745,0.73277325,4.72363842,4.718112777,4.72363842,3.504084717,13.53132282,0.89306657,0.120065652,0.229556717,-0.791766876,0.844876425,0.993282022,0.998343867,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Benign\Axial\aBrats18_TCIA10_625_1_t1ce.png',Benign
0.275739283,0.965903822,973.6938298,100.161348,0.129431292,0.585937193,1.230994052,0.95007383,0.947552727,0.761936555,8.150711901,8.07641806,8.150711901,4.08447622,24.75996604,1.107648965,0.275739283,0.376633874,-0.68983352,0.852324195,0.986952221,0.996390567,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Benign\Axial\aBrats18_TCIA10_628_1_t1ce.png',Benign
0.094602238,0.95697936,161.5964084,20.45916064,0.056768761,0.649627966,0.874646535,0.975974859,0.974973494,0.797377621,3.241159006,3.239834571,3.241159006,2.958132807,8.884564783,0.81776509,0.094602238,0.211280463,-0.774532267,0.817917858,0.994055134,0.998679289,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Benign\Axial\aBrats18_2013_1_1_t1ce.png',Benign
0.187943361,0.972741123,614.6408313,72.63510024,0.101594013,0.59484363,1.085836654,0.957940813,0.956189549,0.764449514,7.329675317,7.297521351,7.329675317,3.971958717,22.48031845,0.992236291,0.187943361,0.325479993,-0.720408416,0.8399708,0.989488984,0.997511328,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Benign\Axial\aBrats18_TCIA10_629_1_t1ce.png',Benign
0.080785601,0.951081363,86.75331931,14.41070336,0.051334836,0.733184662,0.714127294,0.977571599,0.976828347,0.853506551,2.603639707,2.605159448,2.603639707,2.698027652,7.355016158,0.665062828,0.080785601,0.19806525,-0.752292124,0.759818812,0.994570864,0.998877642,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Benign\Axial\aBrats18_TCIA10_632_1_t1ce.png',Benign
0.067469701,0.961430468,60.35550546,11.31593844,0.050611548,0.604067052,0.943413132,0.97643474,0.976052503,0.768167951,2.991657135,3.003634981,2.991657135,2.941237563,7.60218501,0.898921773,0.067469701,0.199933785,-0.793780861,0.843266719,0.994528687,0.999040835,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Benign\Axial\aBrats18_TCIA10_637_1_t1ce.png',Benign
0.090818891,0.972879871,403.3484422,46.95550132,0.037963298,0.789085464,0.598701951,0.985824435,0.985150933,0.886907577,3.70655453,3.705937445,3.70655453,2.882336032,11.95681048,0.569307107,0.090818891,0.140330601,-0.809023816,0.746088137,0.996240869,0.998874399,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Benign\Axial\aBrats18_TCIA10_639_1_t1ce.png',Benign
0.055730195,0.961134361,50.40045177,10.23099605,0.05131629,0.66539852,0.83916996,0.975008423,0.974778009,0.811268442,2.543834647,2.558451795,2.543834647,2.734488738,6.567924163,0.796496105,0.055730195,0.204799295,-0.752441791,0.797874159,0.994345454,0.99915082,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Benign\Axial\aBrats18_TCIA10_640_1_t1ce.png',Benign
0.072477073,0.974709124,89.20761173,16.66816903,0.043712503,0.567090228,0.91663912,0.981622636,0.980740592,0.732986526,4.254245112,4.270741184,4.254245112,3.390639924,11.95570854,0.881316146,0.072477073,0.17129895,-0.829018289,0.852582095,0.995423211,0.998982147,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Benign\Axial\aBrats18_TCIA10_644_1_t1ce.png',Benign
0.067525338,0.97802268,90.29038984,17.17813779,0.047588579,0.557839941,0.936430316,0.979047703,0.978177131,0.722526683,4.512235753,4.532626738,4.512235753,3.481458814,12.76506942,0.8954208,0.067525338,0.187865269,-0.816590937,0.85168729,0.994921798,0.999002892,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Benign\Axial\aBrats18_TCIA12_101_1_t1.png',Benign
0.258658581,0.965923437,808.1275475,88.67142987,0.113073877,0.607365978,1.097760854,0.957069866,0.955084551,0.775029905,7.743569673,7.676579409,7.743569673,4.005322651,23.96163774,0.998784599,0.258658581,0.335513852,-0.710804501,0.837827774,0.988720376,0.996725963,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Benign\Axial\aBrats18_TCIA12_249_1_t1ce.png',Benign
0.05708404,0.847459799,8.167123443,2.155237996,0.051854119,0.809187093,0.52185991,0.974944594,0.974595933,0.898507989,1.413155858,1.419460131,1.413155858,2.24578778,3.814567891,0.478528297,0.05708404,0.206489189,-0.546936763,0.569978912,0.994296542,0.999128883,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Benign\Axial\aBrats18_TCIA12_466_1_t1ce.png',Benign
0.104171883,0.963808007,88.43381417,16.53628361,0.075425858,0.545996747,1.052090562,0.966338869,0.965136699,0.721376842,4.292238837,4.293181629,4.292238837,3.409463933,11.55570969,0.979802309,0.104171883,0.268987403,-0.748346757,0.846047079,0.991920268,0.998458673,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Benign\Axial\aBrats18_TCIA12_470_1_t1ce.png',Benign
0.097717937,0.977237379,328.7448069,44.02491057,0.069583924,0.650678031,0.919956842,0.96871492,0.967835938,0.801893528,4.963845357,4.967683905,4.963845357,3.388266058,14.88828108,0.858409461,0.097717937,0.253252265,-0.756175254,0.820518878,0.992547978,0.99858013,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Benign\Axial\aBrats18_2013_24_1_t1ce.png',Benign
0.223792435,0.971002866,646.5626916,73.66499353,0.115577563,0.521960628,1.2944447,0.953285326,0.951461375,0.714208882,8.465827442,8.421249803,8.465827442,4.324014058,25.06826436,1.184496533,0.223792435,0.350611335,-0.732328563,0.88084268,0.988155464,0.996997824,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Benign\Axial\aBrats18_TCIA12_480_1_t1ce.png',Benign
0.059916507,0.983465487,315.6280052,42.19748257,0.038701068,0.729408201,0.710258258,0.983177218,0.98257952,0.850750525,4.145680754,4.163706771,4.145680754,3.086618305,13.00031978,0.675645731,0.059916507,0.158109243,-0.810117728,0.787294195,0.995906193,0.999149164,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Benign\Axial\aBrats18_TCIA13_615_1_t1ce.png',Benign
0.093359668,0.97949766,216.9943048,31.36677021,0.066004581,0.516610318,1.158244496,0.970447111,0.969469373,0.702617743,5.932265299,5.945577285,5.932265299,3.855101492,16.64981246,1.091779005,0.093359668,0.243628368,-0.788299927,0.882290516,0.9929362,0.998651529,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Benign\Axial\aBrats18_TCIA13_618_1_t1ce.png',Benign
0.207064104,0.966974335,602.0041499,70.75071664,0.086089706,0.635905776,0.97063048,0.967503679,0.965892706,0.792017878,6.583354345,6.538097755,6.583354345,3.745254588,20.46955171,0.892706865,0.207064104,0.271669894,-0.745087543,0.827154597,0.991456252,0.997500409,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Benign\Axial\aBrats18_TCIA13_621_1_t1ce.png',Benign
0.140299144,0.96580768,225.7878153,32.33228501,0.094249868,0.553599741,1.173160001,0.958543773,0.957100032,0.735091477,5.24714525,5.233102438,5.24714525,3.606457655,14.46741911,1.076389073,0.140299144,0.316323647,-0.722974115,0.857370506,0.989981592,0.997985753,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Benign\Axial\aBrats18_2013_28_1_t1ce.png',Benign
0.120158381,0.962483541,188.0356561,28.00649759,0.07839319,0.644613658,0.921031887,0.965506383,0.964464562,0.796533786,4.130564473,4.120427296,4.130564473,3.211913836,11.87224509,0.848279344,0.120158381,0.274576082,-0.732928923,0.80960156,0.991685938,0.998307573,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Benign\Axial\aBrats18_2013_29_1_t1ce.png',Benign
0.25515342,0.981323022,1811.067525,160.663817,0.121493681,0.52005683,1.302598795,0.952589516,0.950371332,0.713142497,13.41880828,13.37168609,13.41880828,5.164714719,42.83322644,1.194121971,0.25515342,0.36093037,-0.728016954,0.880267308,0.98771313,0.99666168,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Benign\Axial\aBrats18_2013_6_1_t1ce.png',Benign
0.16605058,0.972857158,363.2045655,47.47855693,0.104069831,0.524733095,1.212469956,0.955605647,0.953769642,0.710308165,7.258129267,7.239386231,7.258129267,4.129689273,21.18561427,1.110359504,0.16605058,0.336551232,-0.720800893,0.863120412,0.989051264,0.997629132,'C:\Users\hp\OneDrive\Documents\Thesis\Thesis\Brain_Tumor\Matlab\Train\Benign\Axial\aBrats18_2013_8_1_t1ce.png',Benign
